Nitrogen,Phosphorus,Potassium,temperature,humidity,ph,rainfall,label
47.14,30.78,26.04,23.05,59.38,6.75,87.45,Masoor
46.29,31.26,29.84,21.28,58.18,6.78,99.32,Masoor
49.03,31.04,31.69,21.4,61.55,6.66,98.56,Masoor
48.91,32.23,29.75,21.85,59.26,6.69,108.98,Masoor
47.03,31.36,26.81,21.75,57.62,6.85,91.55,Masoor
47.28,29.4,32.64,22.04,59.67,6.91,101.18,Masoor
52.04,27.37,29.94,22.39,62.72,6.8,100.89,Masoor
43.2,31.38,30.52,22.24,63.87,6.66,93.54,Masoor
44.32,31.65,30.89,20.64,58.67,6.85,87.27,Masoor
49.46,26.86,29.67,21.12,58.72,6.54,105.7,Masoor
45.41,29.99,31.44,22.84,56.16,7.1,111.96,Masoor
46.87,28.46,28.63,23.27,56.73,7.01,95.08,Masoor
43.02,30.26,29.07,20.52,59.89,7.34,100.15,Masoor
45.78,28.97,32.47,21.35,58.44,6.95,100.43,Masoor
49.42,31.46,26.61,22.53,58.97,6.59,92.99,Masoor
48.72,27.81,30.02,22.42,59.61,7.03,91.57,Masoor
50.21,32.23,34.05,21.49,59.91,6.98,95.47,Masoor
49.05,31.67,26.98,23.33,60.47,7.15,96.79,Masoor
47.25,29.64,30.21,20.5,59.56,6.86,100.8,Masoor
43.01,30.11,29.91,22.65,59.48,6.77,98.87,Masoor
49.08,31.59,30.25,21.95,60.82,6.82,102.94,Masoor
49.48,31.12,26.48,21.59,58.39,6.64,99.8,Masoor
48.07,30.7,28.65,19.76,58.31,6.73,104.15,Masoor
42.56,31.4,27.95,21.09,64.29,7.12,101.17,Masoor
46.23,29.87,28.91,21.15,57.36,6.64,87.82,Masoor
41.85,31.14,28.04,19.45,59.86,6.61,99.63,Masoor
47.12,28.17,30.81,21.45,64.0,6.91,105.43,Masoor
47.82,30.29,32.09,21.0,56.88,6.81,90.82,Masoor
45.44,32.37,30.4,21.74,61.17,6.68,110.8,Masoor
47.78,29.72,28.33,20.31,63.1,6.8,105.67,Masoor
52.31,29.23,33.93,20.98,59.06,6.96,99.55,Masoor
50.95,28.8,32.5,21.28,59.16,6.34,94.09,Masoor
47.53,29.45,26.55,21.54,61.29,6.68,100.63,Masoor
43.08,29.77,28.52,19.36,58.12,7.28,98.09,Masoor
50.98,32.24,30.3,22.72,59.72,6.98,95.83,Masoor
49.8,30.4,32.1,20.23,59.04,6.53,91.71,Masoor
48.0,31.24,31.08,23.16,61.84,6.59,98.32,Masoor
51.56,30.41,30.25,23.59,63.28,6.9,98.43,Masoor
42.95,29.79,32.35,20.83,60.24,6.68,101.55,Masoor
47.92,29.83,29.57,20.67,57.6,6.26,94.01,Masoor
47.22,32.94,29.04,21.54,59.92,6.38,95.77,Masoor
48.46,27.23,28.11,22.73,60.61,6.46,91.88,Masoor
49.17,29.56,31.61,20.47,61.79,6.92,108.04,Masoor
50.63,29.87,31.09,22.84,61.55,6.61,98.21,Masoor
48.61,33.43,30.26,22.9,60.57,6.82,97.76,Masoor
49.32,31.26,29.38,20.76,60.57,6.82,101.14,Masoor
46.75,31.59,33.81,22.89,59.57,6.85,108.54,Masoor
44.29,29.86,30.85,21.54,59.04,6.8,102.69,Masoor
48.2,27.94,30.16,21.44,62.31,6.57,91.06,Masoor
42.59,29.23,28.09,23.02,59.06,6.75,104.41,Masoor
44.35,30.78,28.15,21.61,59.42,6.78,97.3,Masoor
48.8,31.05,31.92,23.0,63.49,7.36,100.77,Masoor
47.85,27.48,26.17,20.02,59.53,6.84,97.03,Masoor
48.3,30.76,28.43,23.01,58.87,6.81,107.6,Masoor
45.88,31.92,32.28,21.83,58.77,6.74,105.19,Masoor
48.28,28.94,31.92,20.12,60.03,7.08,97.47,Masoor
50.06,30.72,28.19,20.79,62.12,6.76,104.25,Masoor
49.68,30.23,28.12,22.04,62.33,6.83,86.79,Masoor
46.49,28.82,31.28,20.89,58.44,6.86,97.49,Masoor
45.73,32.14,31.32,22.47,57.78,6.55,85.26,Masoor
45.8,31.62,30.61,23.5,59.47,6.9,99.47,Masoor
43.41,29.34,27.53,23.44,62.28,6.27,96.93,Masoor
46.96,28.08,28.49,22.22,60.03,6.94,99.46,Masoor
43.66,29.54,32.77,21.47,63.1,6.67,97.19,Masoor
50.09,30.03,30.06,20.08,59.41,6.74,104.08,Masoor
44.17,30.88,30.67,21.19,57.95,7.21,110.84,Masoor
49.85,27.25,31.09,21.09,62.06,6.87,92.39,Masoor
46.19,31.98,32.67,23.11,61.36,6.58,95.12,Masoor
49.52,28.73,30.81,22.25,61.26,6.65,109.01,Masoor
43.49,28.77,28.38,21.06,58.26,6.81,106.52,Masoor
48.41,32.24,29.5,18.94,59.34,6.83,93.69,Masoor
46.13,29.75,29.31,20.67,59.37,6.74,101.51,Masoor
48.4,30.9,32.91,22.05,61.39,6.64,94.76,Masoor
46.32,29.13,28.89,22.57,62.9,6.99,99.57,Masoor
51.0,27.61,29.49,21.31,59.11,6.68,94.97,Masoor
48.12,28.61,28.63,23.2,57.84,6.63,108.86,Masoor
46.03,29.49,31.47,23.23,59.5,6.79,108.4,Masoor
51.07,29.5,30.05,21.38,59.53,7.12,104.4,Masoor
48.23,30.96,31.67,19.56,60.81,7.38,107.24,Masoor
45.04,31.39,28.48,23.33,61.04,6.95,97.42,Masoor
49.97,31.18,30.58,20.38,58.84,6.99,99.97,Masoor
43.73,32.38,29.01,22.23,59.28,7.03,102.07,Masoor
50.57,30.07,30.81,21.27,58.55,6.43,100.42,Masoor
47.27,26.97,30.32,20.94,62.35,7.02,97.13,Masoor
45.77,33.73,30.16,20.3,63.95,7.02,97.03,Masoor
48.62,28.3,27.35,20.36,59.96,6.92,104.11,Masoor
48.99,31.58,31.57,21.38,58.95,6.83,101.06,Masoor
44.46,30.53,29.99,21.31,58.14,6.98,103.12,Masoor
48.51,28.3,32.34,22.1,58.62,6.86,103.42,Masoor
49.27,29.01,34.08,21.72,59.55,6.78,96.45,Masoor
45.94,29.83,27.15,22.81,61.01,6.89,103.45,Masoor
51.26,26.02,32.44,21.77,62.89,6.36,99.92,Masoor
45.71,29.79,29.68,21.87,56.84,6.65,93.15,Masoor
46.94,28.82,29.63,20.82,60.59,7.04,103.15,Masoor
43.33,29.91,26.91,21.42,64.03,6.45,95.57,Masoor
47.05,31.53,31.29,19.13,59.61,7.13,91.19,Masoor
48.27,28.42,28.09,22.46,62.78,6.67,107.01,Masoor
46.99,31.82,28.97,23.14,61.86,6.26,103.21,Masoor
49.39,31.17,26.44,21.83,58.94,6.54,100.09,Masoor
45.36,26.23,28.28,21.7,62.74,6.63,101.0,Masoor
49.01,31.36,29.0,21.26,55.46,6.9,89.11,Masoor
48.84,28.69,31.26,22.29,57.12,6.79,92.23,Masoor
47.47,31.1,29.28,19.18,55.84,6.76,95.56,Masoor
47.56,27.62,30.8,20.56,60.78,6.74,111.41,Masoor
46.58,27.07,31.21,22.58,60.01,6.83,96.0,Masoor
49.67,28.81,31.42,21.63,58.33,6.99,107.25,Masoor
51.34,32.64,32.58,20.54,61.36,6.75,106.05,Masoor
44.64,28.51,31.24,20.88,61.24,7.21,93.75,Masoor
45.89,30.87,30.31,21.24,61.16,6.86,99.19,Masoor
44.47,29.21,30.53,22.3,59.32,6.57,96.15,Masoor
46.8,30.58,29.59,23.07,60.8,7.22,97.61,Masoor
47.72,30.3,29.63,21.26,58.35,6.68,98.71,Masoor
42.86,31.24,31.35,21.8,58.66,6.65,98.33,Masoor
46.43,32.46,32.55,20.42,55.85,6.98,106.56,Masoor
50.9,30.16,29.93,24.52,61.07,6.76,96.44,Masoor
48.6,30.2,30.04,22.76,60.77,6.83,101.34,Masoor
49.81,30.56,31.03,21.32,58.66,6.56,89.19,Masoor
48.19,29.59,30.63,24.6,61.41,6.86,98.19,Masoor
46.44,30.4,31.82,22.88,59.86,6.62,112.41,Masoor
47.46,27.74,31.13,19.94,60.75,6.99,108.54,Masoor
48.74,29.75,29.57,22.97,59.81,6.89,99.81,Masoor
47.84,27.91,32.48,21.96,60.29,6.38,105.13,Masoor
50.49,31.59,30.44,20.96,60.52,6.68,99.25,Masoor
48.81,31.5,28.69,20.25,56.35,6.82,92.95,Masoor
50.53,32.47,28.63,21.51,60.83,7.15,89.9,Masoor
50.26,30.83,31.17,20.98,64.27,6.81,92.48,Masoor
46.51,30.73,28.74,23.29,58.54,6.4,112.97,Masoor
46.93,29.57,28.14,21.51,60.28,6.77,89.25,Masoor
49.11,29.57,29.13,19.49,58.76,6.85,108.35,Masoor
50.73,28.18,29.74,20.76,58.44,6.37,97.33,Masoor
48.0,32.97,28.61,19.96,62.31,7.15,93.21,Masoor
45.83,31.08,30.37,19.87,57.23,7.0,92.61,Masoor
43.6,29.65,30.53,19.04,64.25,6.75,107.68,Masoor
46.87,26.46,28.06,19.43,59.06,6.81,100.06,Masoor
48.72,27.97,31.69,20.81,59.71,6.58,97.06,Masoor
48.21,29.59,31.01,21.14,58.13,7.15,100.97,Masoor
47.42,30.48,29.99,19.99,59.48,6.54,94.1,Masoor
47.5,29.78,28.09,22.88,58.89,6.77,104.48,Masoor
46.4,30.12,30.05,21.52,61.32,6.69,103.05,Masoor
43.85,31.06,29.01,19.65,60.51,6.66,99.24,Masoor
49.27,32.81,34.6,24.83,58.77,7.1,103.2,Masoor
47.98,32.41,28.1,22.16,59.21,7.0,104.31,Masoor
47.73,27.4,32.52,20.74,63.95,6.73,108.76,Masoor
50.29,30.29,31.2,23.41,58.12,7.19,89.67,Masoor
49.11,29.74,30.19,22.48,61.67,6.61,104.4,Masoor
48.63,29.05,33.93,21.67,60.26,6.56,91.34,Masoor
44.57,32.69,28.22,20.87,60.96,6.81,105.5,Masoor
44.36,27.83,30.24,21.77,60.76,6.61,93.52,Masoor
47.73,27.8,30.97,23.58,59.44,6.32,110.76,Masoor
45.52,32.92,31.29,20.34,60.59,6.26,91.14,Masoor
51.85,32.65,29.81,22.6,57.71,6.28,100.84,Masoor
46.97,30.07,31.12,21.55,59.82,6.91,96.56,Masoor
48.68,29.88,30.28,22.43,58.86,6.8,119.03,Masoor
43.55,28.04,30.49,23.07,61.9,6.51,98.23,Masoor
45.9,28.22,26.68,21.82,62.11,6.77,100.89,Masoor
47.8,28.86,31.09,19.77,62.0,6.68,94.71,Masoor
46.71,29.17,31.73,19.52,58.99,7.15,100.04,Masoor
46.52,32.13,30.76,20.29,60.26,6.74,106.18,Masoor
44.58,29.88,28.48,21.96,59.35,6.42,94.26,Masoor
46.85,26.19,30.21,22.94,61.58,6.39,91.31,Masoor
44.93,27.44,28.61,22.18,60.8,6.64,94.81,Masoor
48.18,31.23,30.76,21.2,60.19,6.55,99.58,Masoor
49.89,29.17,30.22,21.74,60.41,6.85,108.93,Masoor
48.04,31.95,29.66,21.57,59.15,6.61,90.18,Masoor
50.86,28.62,32.68,20.76,61.33,6.68,110.29,Masoor
42.42,31.42,29.17,19.28,59.81,6.57,103.86,Masoor
48.43,29.09,26.9,21.17,58.37,6.92,88.03,Masoor
44.64,29.46,30.93,22.0,61.06,6.68,100.64,Masoor
50.22,29.08,31.64,22.29,59.34,6.5,95.22,Masoor
48.82,28.78,27.42,21.35,60.24,6.85,90.84,Masoor
47.09,29.56,30.99,21.65,58.37,6.64,106.88,Masoor
50.79,27.28,29.5,20.84,60.8,6.4,103.15,Masoor
45.31,31.02,26.83,21.87,60.03,7.15,102.39,Masoor
47.25,33.56,30.06,22.91,59.79,6.61,97.11,Masoor
49.12,26.77,25.93,21.3,60.84,6.56,94.31,Masoor
47.34,29.6,31.25,20.46,59.33,6.73,102.01,Masoor
49.05,28.89,30.39,22.48,58.68,7.17,106.03,Masoor
51.63,29.11,29.51,23.21,62.96,6.91,101.88,Masoor
47.45,27.84,28.1,21.36,55.58,6.84,100.26,Masoor
47.77,31.09,27.64,22.42,61.76,6.51,91.51,Masoor
48.75,26.95,30.21,20.92,62.84,6.02,108.58,Masoor
47.31,31.63,29.04,21.17,58.76,6.49,91.8,Masoor
48.27,33.17,29.85,21.36,60.48,7.0,96.41,Masoor
45.4,29.2,31.51,21.59,57.56,6.91,91.75,Masoor
49.48,31.75,29.53,23.41,62.84,6.67,105.46,Masoor
53.0,29.59,28.18,20.11,61.84,6.43,98.67,Masoor
46.36,30.58,29.54,21.94,59.85,6.64,97.2,Masoor
45.72,30.64,31.77,21.84,57.59,6.91,98.21,Masoor
45.67,28.82,28.05,23.6,60.08,6.44,107.66,Masoor
54.18,30.85,29.77,20.34,62.19,6.96,95.4,Masoor
50.27,29.68,32.36,22.21,60.66,6.42,103.36,Masoor
46.3,32.27,28.01,22.98,59.22,6.51,103.26,Masoor
43.43,28.81,29.22,21.17,59.73,6.7,96.41,Masoor
47.82,31.06,28.12,23.11,57.6,7.08,96.37,Masoor
49.69,29.27,32.43,19.44,59.23,6.5,90.59,Masoor
50.4,28.95,29.38,19.7,60.62,6.61,98.33,Masoor
44.45,32.17,32.44,22.0,60.29,6.92,109.32,Masoor
43.93,25.54,35.0,18.71,59.07,6.81,101.2,Masoor
47.04,31.28,29.9,20.67,60.54,6.4,109.47,Masoor
47.74,28.62,29.66,21.57,59.47,7.25,98.17,Masoor
42.97,28.68,30.6,23.23,61.12,6.46,91.4,Masoor
45.44,26.56,33.03,21.47,60.53,6.95,95.19,Masoor
46.88,28.65,29.31,21.86,59.11,6.85,101.95,Masoor
49.71,33.47,31.77,21.31,58.78,6.82,93.22,Masoor
42.5,32.07,28.6,22.56,60.83,6.82,104.98,Masoor
45.83,28.74,26.45,22.58,62.49,6.94,98.01,Masoor
50.64,32.37,27.74,21.07,57.15,6.42,108.13,Masoor
48.83,29.58,29.02,20.2,60.91,6.83,107.45,Masoor
48.76,31.04,29.44,20.92,59.86,6.47,96.85,Masoor
47.99,30.2,31.26,21.86,60.61,6.51,120.0,Masoor
46.73,33.16,27.34,22.19,59.91,6.62,102.26,Masoor
45.67,33.16,32.12,21.6,58.73,6.95,88.57,Masoor
43.59,28.38,25.77,18.61,61.64,6.6,100.86,Masoor
46.45,29.58,28.03,21.25,58.73,6.69,90.25,Masoor
47.66,29.66,28.84,23.07,58.19,6.66,98.89,Masoor
49.32,31.61,26.35,23.41,62.04,6.52,110.89,Masoor
48.94,30.94,29.07,21.76,60.41,6.4,92.68,Masoor
45.58,28.53,31.08,21.02,64.6,7.05,91.81,Masoor
46.91,29.85,28.23,20.32,58.63,6.77,110.32,Masoor
47.37,30.52,30.62,22.37,59.55,7.0,99.96,Masoor
47.89,26.94,30.59,20.84,60.59,6.46,101.84,Masoor
42.7,31.55,27.97,22.49,58.32,6.85,96.06,Masoor
45.66,31.01,29.0,22.32,59.19,6.88,103.94,Masoor
45.91,30.14,29.72,21.44,61.05,6.4,107.61,Masoor
43.19,29.06,29.96,21.02,62.26,6.87,96.82,Masoor
47.72,31.95,31.95,22.95,60.44,6.84,98.94,Masoor
49.02,31.33,31.63,22.75,60.37,6.76,97.47,Masoor
44.94,30.22,29.92,21.41,61.85,6.84,100.85,Masoor
48.03,30.8,29.36,21.92,61.36,6.58,86.55,Masoor
43.05,27.69,28.28,20.1,56.69,7.07,89.27,Masoor
51.0,31.89,30.34,21.77,59.73,6.85,107.13,Masoor
49.08,30.47,29.67,19.2,59.98,6.5,98.72,Masoor
46.19,32.11,32.56,22.27,60.27,6.38,99.17,Masoor
48.7,31.88,32.17,22.14,60.76,6.78,94.64,Masoor
44.33,30.42,30.16,22.63,60.33,7.28,97.07,Masoor
52.88,30.0,32.62,19.96,59.32,6.89,104.16,Masoor
49.31,30.3,28.39,20.39,60.19,6.61,102.61,Masoor
44.13,28.9,33.45,22.55,60.57,7.05,106.4,Masoor
52.99,30.49,27.47,21.98,60.53,6.83,100.11,Masoor
49.4,32.56,30.57,23.01,62.03,6.58,94.04,Masoor
46.98,29.55,31.07,21.96,57.19,6.67,81.81,Masoor
42.81,26.35,29.74,20.67,58.91,6.99,97.75,Masoor
42.0,29.01,32.96,20.71,61.31,6.73,98.09,Masoor
52.69,30.27,28.97,20.22,57.66,6.99,104.61,Masoor
48.42,29.67,29.18,21.37,59.3,6.95,98.83,Masoor
49.1,28.77,31.97,22.9,59.88,6.93,102.18,Masoor
48.19,30.04,29.34,22.87,59.53,6.48,98.37,Masoor
48.75,28.61,27.66,22.3,59.81,6.64,104.36,Masoor
47.71,29.1,29.26,21.26,59.57,6.33,97.27,Masoor
47.08,30.67,30.24,18.97,61.02,7.5,88.87,Masoor
48.87,28.12,30.47,19.48,59.09,6.82,95.72,Masoor
43.18,29.69,29.29,24.07,62.14,6.42,85.0,Masoor
50.54,30.12,27.14,21.0,60.42,6.84,90.64,Masoor
44.91,29.18,30.74,19.64,61.26,6.53,98.61,Masoor
45.35,30.08,29.14,21.45,59.06,6.58,104.22,Masoor
48.11,29.74,29.59,22.92,56.83,6.99,99.58,Masoor
48.99,31.98,29.11,19.68,57.74,6.68,93.8,Masoor
47.72,33.79,31.4,21.11,60.58,6.68,87.27,Masoor
43.55,28.95,30.99,23.09,60.46,7.18,99.51,Masoor
43.78,32.32,28.53,20.85,58.94,6.21,100.16,Masoor
46.15,29.37,31.29,19.95,60.73,6.66,115.6,Masoor
49.05,30.74,29.33,21.42,61.02,6.29,101.33,Masoor
46.17,27.97,32.45,21.31,58.36,6.56,97.08,Masoor
48.0,32.41,27.27,20.47,60.71,6.96,100.49,Masoor
51.03,29.24,29.25,24.13,63.01,7.28,90.78,Masoor
46.88,30.48,30.94,19.93,57.7,6.75,94.82,Masoor
48.58,30.66,32.6,21.37,57.55,6.41,90.51,Masoor
51.4,29.45,30.38,20.67,61.95,6.53,93.43,Masoor
49.11,30.98,28.74,20.88,60.89,6.83,101.9,Masoor
45.61,29.74,29.89,21.94,62.87,6.86,104.67,Masoor
45.96,29.12,28.92,20.02,61.55,6.66,108.54,Masoor
49.01,29.0,30.84,22.32,61.66,6.95,105.53,Masoor
42.0,30.77,33.33,21.72,62.36,6.84,97.1,Masoor
46.47,30.62,30.51,21.42,58.5,6.67,103.2,Masoor
46.09,30.16,31.3,22.14,58.9,6.61,95.88,Masoor
49.96,29.12,30.75,22.97,62.61,6.74,97.64,Masoor
49.06,30.43,32.0,21.88,63.51,6.55,94.62,Masoor
41.77,30.19,26.38,22.92,62.11,6.57,106.19,Masoor
48.95,29.1,30.42,21.37,58.1,6.93,96.84,Masoor
53.02,31.04,29.78,21.24,62.68,7.39,92.64,Masoor
44.76,30.07,29.44,21.47,58.9,6.57,101.6,Masoor
48.13,31.63,33.43,21.22,60.95,6.39,98.74,Masoor
48.75,33.7,31.59,20.65,61.51,6.96,106.32,Masoor
46.66,32.74,30.34,23.26,58.87,7.11,89.01,Masoor
42.3,28.64,29.6,19.53,60.85,6.91,111.12,Masoor
46.19,30.28,30.87,21.97,61.68,6.9,95.48,Masoor
49.61,29.99,30.41,23.62,62.13,6.93,101.21,Masoor
45.92,29.52,32.19,19.49,62.19,6.43,101.77,Masoor
50.6,30.39,27.8,23.55,61.36,6.89,95.66,Masoor
45.49,31.04,28.09,20.01,60.41,6.95,98.1,Masoor
44.22,28.06,30.53,20.74,62.5,7.17,92.49,Masoor
46.46,32.4,28.65,21.51,58.87,6.87,111.26,Masoor
47.71,31.19,30.11,21.51,59.7,6.9,102.33,Masoor
46.03,28.31,30.14,22.56,64.27,6.7,98.98,Masoor
47.82,29.78,28.06,22.3,61.17,6.45,100.59,Masoor
47.58,31.04,30.52,20.89,61.49,6.97,90.77,Masoor
43.97,30.35,29.18,23.01,60.33,7.13,96.04,Masoor
45.79,29.88,32.26,22.2,62.45,6.55,93.22,Masoor
46.5,31.04,31.9,21.71,58.87,6.45,93.63,Masoor
49.73,28.49,28.83,20.86,61.03,6.43,96.13,Masoor
44.07,30.24,28.99,21.07,59.45,6.64,97.67,Masoor
48.7,27.8,31.78,21.6,60.84,6.53,95.74,Masoor
48.88,29.19,27.96,24.38,56.96,6.78,103.84,Masoor
49.33,28.33,32.87,20.34,58.43,6.62,107.92,Masoor
51.99,29.65,31.44,21.28,58.36,7.11,89.92,Masoor
48.88,31.15,30.43,21.72,60.85,6.46,94.11,Masoor
45.49,31.35,28.16,22.36,60.08,6.95,109.49,Masoor
46.2,31.1,32.12,23.19,59.6,6.45,100.96,Masoor
47.79,29.37,30.65,20.82,58.86,6.55,84.99,Masoor
44.11,31.08,30.46,21.86,61.1,6.6,110.33,Masoor
45.18,27.97,29.58,21.22,61.39,6.79,107.65,Masoor
48.3,27.66,30.04,21.82,60.36,6.76,101.32,Masoor
46.95,28.56,30.13,21.51,58.29,6.86,98.22,Masoor
43.75,31.15,27.24,19.06,60.52,6.64,98.19,Masoor
48.96,31.41,29.83,20.91,59.7,6.47,112.74,Masoor
48.07,29.86,33.65,19.61,61.14,6.62,106.79,Masoor
45.5,31.56,29.58,21.51,60.59,6.62,91.05,Masoor
47.01,27.13,29.14,21.82,58.96,6.77,94.55,Masoor
43.2,28.45,27.92,22.83,59.93,6.36,94.07,Masoor
44.93,27.95,28.56,20.68,60.91,6.91,97.41,Masoor
47.44,32.7,31.95,21.15,57.39,6.87,90.31,Masoor
50.37,29.31,31.08,20.04,60.79,6.5,96.37,Masoor
50.46,31.17,31.48,21.26,57.74,6.64,99.85,Masoor
43.52,31.58,29.96,21.13,61.47,6.87,99.16,Masoor
46.2,32.55,29.36,19.98,61.14,6.66,92.39,Masoor
46.37,31.17,32.48,20.58,59.61,6.94,98.75,Masoor
44.93,30.37,31.34,22.62,58.01,6.51,114.21,Masoor
51.95,28.24,29.89,21.62,58.79,7.06,96.4,Masoor
49.6,31.5,29.72,20.82,61.52,6.56,93.63,Masoor
52.9,29.07,29.15,20.54,58.72,6.88,102.29,Masoor
47.7,30.5,31.57,22.38,58.24,7.07,93.62,Masoor
47.76,28.01,28.09,20.4,58.62,6.57,101.2,Masoor
47.93,31.98,32.01,20.21,61.64,6.78,90.78,Masoor
52.27,30.1,28.57,21.17,58.81,6.59,106.2,Masoor
45.85,28.33,28.42,22.41,58.29,6.86,90.44,Masoor
49.17,33.02,30.17,23.05,58.93,6.43,102.2,Masoor
49.46,27.7,28.78,21.61,60.42,6.74,101.52,Masoor
48.47,28.22,29.18,20.87,59.21,6.49,94.04,Masoor
46.05,28.06,29.99,22.47,60.29,7.11,98.66,Masoor
45.09,29.78,28.72,21.76,57.6,7.16,108.68,Masoor
45.87,30.42,29.78,22.7,63.15,6.85,106.35,Masoor
49.47,29.61,28.28,22.18,60.26,6.99,104.12,Masoor
45.41,30.03,29.0,22.17,58.88,7.17,105.59,Masoor
47.07,31.4,28.05,21.22,57.47,6.55,93.3,Masoor
47.24,32.66,32.69,21.46,56.61,6.81,101.2,Masoor
50.31,31.91,28.33,19.44,59.1,6.94,105.12,Masoor
47.18,28.54,31.79,19.75,58.89,6.33,95.5,Masoor
48.29,30.43,25.0,21.15,59.88,6.46,105.1,Masoor
46.77,29.34,29.13,20.49,58.96,6.74,117.0,Masoor
51.35,31.27,27.84,22.15,58.57,6.68,96.75,Masoor
50.18,30.22,32.74,22.23,61.02,6.94,111.42,Masoor
53.37,29.11,31.97,20.55,63.19,6.76,110.07,Masoor
51.6,29.19,28.77,21.3,59.29,6.98,95.25,Masoor
45.03,30.84,31.54,20.46,61.12,7.03,94.09,Masoor
48.15,27.3,29.02,22.13,59.89,6.85,109.97,Masoor
49.04,27.2,29.56,19.89,63.0,6.14,103.62,Masoor
48.59,28.07,28.58,21.85,59.87,6.51,106.97,Masoor
49.03,27.24,31.96,19.03,58.09,6.84,103.77,Masoor
47.46,30.16,28.76,21.34,59.83,7.05,100.08,Masoor
48.42,28.68,31.93,22.6,62.35,6.53,87.73,Masoor
49.05,30.51,30.75,21.41,58.33,7.02,99.05,Masoor
48.99,29.33,28.64,21.27,59.38,6.65,106.96,Masoor
44.32,30.12,27.3,21.98,60.82,6.96,95.85,Masoor
45.96,29.57,31.85,21.07,60.2,6.6,111.71,Masoor
44.42,29.03,30.9,21.57,58.41,7.06,92.93,Masoor
47.15,32.36,30.27,21.86,61.81,6.68,104.47,Masoor
50.51,30.69,31.06,20.69,59.38,6.99,111.46,Masoor
48.71,31.35,29.45,21.92,59.61,6.6,96.61,Masoor
48.48,27.27,27.83,20.61,60.19,6.6,116.08,Masoor
44.08,28.58,26.95,22.66,58.45,6.5,102.37,Masoor
49.92,27.04,32.33,21.51,63.84,6.58,108.17,Masoor
48.15,28.85,29.89,21.91,58.76,6.55,103.41,Masoor
48.12,28.63,28.12,18.84,59.18,6.68,106.09,Masoor
50.12,31.99,29.87,20.53,62.24,6.49,90.44,Masoor
44.74,29.45,28.74,21.08,62.43,6.53,91.91,Masoor
45.1,29.56,29.51,20.64,58.47,6.67,80.0,Masoor
47.76,28.55,30.73,19.4,60.94,6.51,101.68,Masoor
46.34,29.15,29.58,20.12,59.93,6.84,99.82,Masoor
43.23,27.6,29.89,21.4,62.6,6.7,112.91,Masoor
46.23,29.72,29.79,21.11,61.22,6.81,103.93,Masoor
46.17,30.53,28.98,20.54,61.11,6.93,111.79,Masoor
47.52,31.04,28.19,21.81,59.41,6.55,95.83,Masoor
47.21,31.38,31.69,22.3,63.28,7.03,102.53,Masoor
49.37,30.1,29.98,20.42,61.42,6.7,99.22,Masoor
47.65,30.92,28.21,20.93,58.32,6.58,99.04,Masoor
44.86,29.39,29.4,20.5,61.26,6.94,105.78,Masoor
42.0,31.56,29.94,20.1,63.69,6.53,92.21,Masoor
49.88,29.07,30.47,20.43,56.99,7.03,108.48,Masoor
49.25,31.32,27.06,22.09,58.01,7.04,110.91,Masoor
45.99,30.4,30.83,21.44,59.13,6.87,93.65,Masoor
47.46,31.92,29.79,22.8,63.61,6.43,98.48,Masoor
44.95,29.92,30.27,20.36,59.9,6.74,91.84,Masoor
49.78,29.6,27.25,24.77,56.39,6.78,109.4,Masoor
46.51,28.66,28.48,21.86,60.57,7.21,109.67,Masoor
49.28,28.29,27.43,20.16,60.03,6.9,101.66,Masoor
45.44,33.65,30.11,23.12,62.04,7.04,97.06,Masoor
46.13,29.33,34.06,20.55,58.74,6.46,97.43,Masoor
48.22,31.76,29.83,20.14,57.56,6.75,94.58,Masoor
47.5,27.2,31.87,23.16,60.8,6.68,105.75,Masoor
46.9,30.72,29.07,22.21,59.4,6.54,95.14,Masoor
45.72,28.9,29.98,22.37,57.66,6.13,96.97,Masoor
46.82,30.43,31.68,21.66,61.62,6.76,87.29,Masoor
46.46,29.61,29.78,22.49,60.76,6.82,99.18,Masoor
47.7,29.27,29.46,19.3,61.83,6.71,104.19,Masoor
43.96,28.7,28.77,23.46,60.53,6.88,98.65,Masoor
46.22,31.71,29.17,23.74,64.2,6.25,104.27,Masoor
48.45,28.29,27.83,21.74,57.87,6.8,104.72,Masoor
52.34,30.36,30.32,22.26,59.02,6.77,105.28,Masoor
46.76,31.14,30.73,20.87,61.54,6.78,102.2,Masoor
48.52,31.26,29.35,20.76,60.02,6.61,86.43,Masoor
43.41,31.2,29.72,20.98,60.29,6.96,102.32,Masoor
51.1,26.76,30.96,22.15,59.88,7.02,101.04,Masoor
46.25,31.57,27.24,22.32,60.64,6.87,102.58,Masoor
53.07,29.56,30.73,24.29,58.49,6.82,102.11,Masoor
48.29,30.28,30.17,20.32,57.88,6.56,102.78,Masoor
46.23,29.25,26.9,20.29,60.71,6.7,110.69,Masoor
48.39,33.4,30.16,20.1,60.55,6.43,97.04,Masoor
47.68,30.42,28.52,21.97,59.34,6.94,87.74,Masoor
46.2,25.24,31.5,23.8,57.73,6.32,99.48,Masoor
45.79,29.35,28.5,21.28,60.24,6.8,106.61,Masoor
48.03,30.14,31.88,20.98,60.03,6.43,103.45,Masoor
43.79,30.89,33.5,19.89,62.08,6.8,99.65,Masoor
44.27,31.29,30.85,19.95,59.72,6.61,101.9,Masoor
